Sample,Blup.protein,Blup.starch,Blup.betaglucans,Blup.fiber,Blup.weight,Blup.tiller.length,Blup.grain.num,Blup.Z11,site,longitude,latitude,x,y,March,Precipitation,December,Elevation,bio_01,bio_02,bio_03,bio_04,bio_05,bio_06,bio_07,bio_08,bio_09,bio_10,bio_11,bio_12,bio_13,bio_15,bio_16,bio_19,CECSOL_1km,CLYPPT_1km,CRFVOL_1km,PHIHOX_1km,PHIKCL_1km,SLTPPT_1km,SNDPPT_1km,pH,EC,Field_capacity,Organic_by_weight,NO3.mg.L,NO2.mg.L
HS0103,-1.134739051,6.854399187,-0.182693577,-0.217660464,-0.011095642,0.448352467,-0.464337549,119.6852265,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0105,-0.020854136,9.982602355,-0.299625135,-0.392567252,-0.024982079,-0.099955462,-2.622315089,12.85791608,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0106,-0.158898636,4.772749599,-0.431759276,-0.32437942,-0.032867367,9.503028053,-1.446868314,61.00424542,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0107,0.609857479,0.191708303,-0.336654652,-0.108475761,-0.006634645,7.985606722,-0.07223693,150.8068998,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0108,-0.779799087,7.170660872,-0.326706449,-0.295929896,-0.026630689,4.807966738,-2.144591023,31.09645411,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0110,0.650880877,-3.944748673,-0.076802086,-0.138243069,-0.033032808,0.69032617,-2.739978584,18.55594358,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0111,0.152420635,8.615647714,0.069986825,-0.109301981,0.032088302,2.072008093,-1.627343165,-12.34368477,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0112,0.450732989,7.190902252,-0.075289657,-0.068061338,0.042931324,4.282699169,-1.081650346,26.78814864,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0113,-0.404052918,8.410570716,-0.021337385,-0.400734901,0.008198751,2.140715284,-1.556622943,-29.67066349,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0118,0.061392285,6.628047622,-0.566518548,-0.129112914,-0.054606124,11.78708059,-0.454182795,45.13617096,1,35.693,32.7666,265228,741429,20.21,474,9.86,271,18.77330971,11.88664818,42.27072525,614.0009766,31.84996605,3.72998071,28.11998558,10.98997402,25.68331146,25.79997826,10.98997402,462.3017578,114.3004532,108.7623978,301.2011719,301.2011719,29,34,13,76,59,37,30,7.93,338,5.982,5.514,7.247813362,7.410519683
HS0201,-0.331870185,9.479129813,-0.165507016,-0.374338024,0.052120662,10.58316874,1.443386747,-58.23987435,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0202,0.132484009,4.96743585,-0.344615007,-0.213381286,0.004026152,11.19812204,-0.427674774,-80.53692626,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0203,-0.59804206,12.20243384,-0.319121896,-0.447815514,0.048051294,14.14854417,2.729303929,-64.61385019,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0205,0.512212906,-4.478918699,-0.065653836,0.362739221,0.023808013,27.4396882,-0.709322682,-41.42241829,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0206,-0.109095899,3.067775234,-0.277019006,-0.150676225,0.014109243,25.1928152,-0.12853967,46.83835484,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0208,0.188105687,6.99661878,-0.917760581,-0.16522793,-0.032553354,8.648814045,1.807192306,8.144589093,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0209,-1.085728552,2.085564347,-0.211212155,-0.059462524,-0.011090745,14.45187812,0.574761344,-44.40172763,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0211,0.304627775,8.615647714,-0.343951645,-0.311407761,0.02321222,8.372477661,0.574761344,-11.69337742,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0213,-0.094630036,1.038592303,-0.387070235,-0.14826234,-0.056630562,15.39142183,-1.128126559,33.2308872,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0215,0.704494784,0.121142574,-0.346605096,-0.127393151,-0.007226911,16.65802177,-0.490930799,45.64569633,2,35.64005,32.90438,260203,756687,22.98,456,10.07,-184,20.70624924,10.80416965,42.07240295,560.8225098,32.89000702,7.20999336,25.68001366,13.82332897,27.1483345,27.28666496,13.82332897,386.5003357,97.90006256,108.5603104,251.7001953,251.7001953,31,34,7,73,66,40,27,7.65,438,7.565,8.185,4.982854699,8.381228691
HS0301,0.829063002,5.62584095,-0.221892865,-0.338064083,0.017322797,-3.233650491,0.133785286,235.5720609,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0302,0.262329242,4.670086007,-0.32510633,-0.149534556,0.031678554,7.695588403,-0.272188018,233.1700093,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0305,0.759579159,2.8312123,-0.694870635,-0.230578913,-0.00793199,8.317210384,-0.674670826,378.6462606,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0306,1.140031349,-1.772754503,-0.468663876,-0.101087388,-0.028489986,4.337966446,-3.264334102,303.6470872,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0307,-0.096076623,4.524901274,-0.003535896,-0.233702108,0.012215635,2.447952411,0.964764734,273.488973,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0311,0.726307674,-2.868664191,-0.298842965,0.099615526,0.034709647,12.5506838,1.979844283,324.6761416,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0312,0.106445456,1.095963209,0.025703733,0.030825018,-0.025695845,-5.765349847,-0.644335935,194.5879549,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0318,-0.349023587,2.42016366,-0.639811512,-0.053640743,-0.027293686,4.116897339,-1.419910562,440.1624885,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0319,0.226512117,5.93024543,-0.316753764,-0.250030719,-0.000293307,9.090952261,-0.148655001,425.8304159,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0320,0.03426757,1.479082932,-0.153089769,-0.082715193,0.006884552,12.09204885,-1.032738153,346.0714867,3,35.75297,33.28808,270545,799292,11.23,1184,3.89,1445,13.36577988,11.64997864,39.61200714,667.6984253,27.19993591,-2.21005821,29.40999413,5.06994391,21.13828659,21.13828659,5.06994391,882.9000854,214.0999298,107.0072403,559.2998047,559.2998047,18,27,20,74,60,36,38,7.76,347,16.963,10.926,5.62830561,17.87591682
HS0402,-9,-9,-9,-9,-0.021497713,0.745593447,-0.596235613,16.77383612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0403,-9,-9,-9,-9,0.037881156,10.56861372,0.002350788,-74.77732454,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0404,-9,-9,-9,-9,0.014423903,10.58316874,-0.117576808,-4.042786501,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0405,-9,-9,-9,-9,0.025573371,11.41217789,3.261445503,32.70149526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0406,-9,-9,-9,-9,0.05228482,9.256754091,0.550597685,116.9372665,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0407,-9,-9,-9,-9,0.01687938,17.46869164,1.701574341,73.93706322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0408,-9,-9,-9,-9,0.009487572,14.73839923,-0.702482289,44.58649455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0409,-9,-9,-9,-9,-0.010808713,8.871230446,-0.722834536,171.9109828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0414,-9,-9,-9,-9,0.030571987,12.77664891,0.912787847,49.86546472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0415,-9,-9,-9,-9,0.01512656,4.451441959,0.186731355,242.2610078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HS0501,-0.313320164,6.143930208,-0.310120135,-0.263344075,-0.0167697,1.787235053,-2.181339028,11.75083552,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0504,0.000844658,8.595533573,0.310124206,-0.000990592,0.045710432,10.2327483,-0.34393878,41.45067718,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0505,-0.809966949,8.863898818,-0.089220279,-0.401695303,-0.005506518,4.60054792,-1.737713152,37.30635127,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0506,-0.408068039,2.021531675,0.138313207,0.113204806,-0.015180204,2.790482693,-1.836018961,49.17595109,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0507,0.674444213,3.747767386,0.357886337,-0.266080166,0.018856892,17.15997469,-0.607082681,111.1703727,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0509,0.303127915,2.871429663,0.38187895,0.264712746,0.073857191,20.19967492,-0.727069275,8.55398094,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0510,0.494229995,4.524901274,0.180500127,0.058341221,0.035106393,9.591917386,0.39102132,64.16894715,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0513,0.493442909,3.337613389,-0.283566397,0.461473022,0.041501913,13.84393808,-1.319005422,66.67320511,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0514,0.813182824,0.39098073,-0.198675162,-0.265656683,-0.006376565,8.352683399,-2.485402201,95.41320009,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0515,-0.592213474,3.164666407,0.064699562,0.01458496,0.023690299,-0.691355753,-2.003761968,87.35538323,5,35.56914,33.25044,253436,795043,18.78,790,9.4,345,18.38624573,11.11582851,41.16973495,600.8395386,31.30999374,4.30999374,27,10.77665997,25.05666161,25.35666275,10.77665997,722.1005859,189.9000702,108.7201233,466.5003357,466.5003357,25,31,14,79,62,36,33,8.22,426,8.473,8.073,6.197685437,3.974102766
HS0601,0.973673927,0.171418537,-0.176784186,-0.109952797,-0.00409636,2.608854692,-1.465538253,145.9353492,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0602,-0.333356145,3.82332207,-0.017577082,0.028245374,0.006042157,9.698892307,0.308273016,19.97334504,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0604,0.572969529,3.024601129,0.148263651,-0.026551893,0.005154279,11.41217789,-0.117261885,94.29982117,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0605,0.057984816,0.088761995,-0.010943453,0.242355831,-0.005870282,8.044351295,-2.00682501,64.06887364,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0606,0.034562253,3.660236807,-0.251744197,-0.038797355,-0.018638574,15.82721131,-1.042150875,51.36113128,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0609,1.262267889,-0.785513629,0.4354998,0.270731916,0.065028617,20.87499324,0.501265335,54.77741706,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0611,-0.147471869,6.154723735,0.260371986,-0.178126151,0.089187225,13.45706714,3.750277589,53.06312287,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0616,0.369902346,2.863225996,-0.008211587,0.118863698,0.003907738,19.37066577,-0.356472425,62.25630903,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0618,-0.924362904,-2.868664191,0.602694268,0.207100696,0.047238988,4.686972428,-1.071516455,34.79694751,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0620,0.947771614,-2.55565193,0.30891849,0.205380933,0.02974744,12.95966164,-0.117576808,181.0500342,6,34.99435,32.58798,199725,721533,20.46,620,9.92,57,19.4254303,10.26250839,40.276577,574.803894,31.96002579,6.48001289,25.48001289,12.13001347,25.7766819,26.06334686,12.13001347,574.598938,147.4996796,115.8945007,386.1992188,386.1992188,26,26,10,71,57,32,42,7.57,523,4.776,8.15,7.232555522,7.928127708
HS0703,0.07917915,0.865895883,-0.096718835,-0.093896413,0.009784935,1.021929832,0.206033014,69.73039785,7,35.09119,31.7744,208722,631301,16.76,670,8.2,786,17.10126305,9.819170952,37.7373848,608.1975098,28.89000511,2.87001944,26.01998711,9.46168041,24.05001068,24.05001068,9.46168041,453.3997498,111.0999374,109.2802582,287.1998596,287.1998596,27,24,22,72,61,31,46,7.85,425,10.983,8.117,6.254393243,6.204358644
HS0704,-0.449610422,0.7903412,0.124984824,-0.04398466,0.000220886,8.151408553,-0.685386917,138.2886073,7,35.09119,31.7744,208722,631301,16.76,670,8.2,786,17.10126305,9.819170952,37.7373848,608.1975098,28.89000511,2.87001944,26.01998711,9.46168041,24.05001068,24.05001068,9.46168041,453.3997498,111.0999374,109.2802582,287.1998596,287.1998596,27,24,22,72,61,31,46,7.85,425,10.983,8.117,6.254393243,6.204358644
HS0705,-0.586197254,0.153523153,-0.033497792,0.126271848,0.01006163,8.372477661,0.100415049,140.5755943,7,35.09119,31.7744,208722,631301,16.76,670,8.2,786,17.10126305,9.819170952,37.7373848,608.1975098,28.89000511,2.87001944,26.01998711,9.46168041,24.05001068,24.05001068,9.46168041,453.3997498,111.0999374,109.2802582,287.1998596,287.1998596,27,24,22,72,61,31,46,7.85,425,10.983,8.117,6.254393243,6.204358644
HS0707,-0.637099889,5.884885579,-0.152525995,-0.064621812,-0.010426373,5.64022426,-1.352451186,28.11344177,7,35.09119,31.7744,208722,631301,16.76,670,8.2,786,17.10126305,9.819170952,37.7373848,608.1975098,28.89000511,2.87001944,26.01998711,9.46168041,24.05001068,24.05001068,9.46168041,453.3997498,111.0999374,109.2802582,287.1998596,287.1998596,27,24,22,72,61,31,46,7.85,425,10.983,8.117,6.254393243,6.204358644
